date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:56:50	4028/4028	---M--	200	added ('OK')	text/css	date:Fri,%2006%20Mar%202026%2009:31:42%20GMT	https://apexmedicaloman.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts.css?ver=0.0.1	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts622c.css	(from https://apexmedicaloman.com/)
01:56:50	7610/7610	---M--	200	added ('OK')	text/css	date:Fri,%2006%20Mar%202026%2009:31:43%20GMT	https://apexmedicaloman.com/wp-content/plugins/photo-gallery/css/sumoselect.min.css?ver=3.4.6	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/photo-gallery/css/sumoselect.min9bf7.css	(from https://apexmedicaloman.com/)
01:56:50	74320/74320	---M--	200	added ('OK')	text/css	date:Mon,%2020%20Apr%202026%2011:20:11%20GMT	https://apexmedicaloman.com/wp-content/plugins/float-menu/vendors/fontawesome/css/all.min.css?ver=7.1	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/float-menu/vendors/fontawesome/css/all.min4d6f.css	(from https://apexmedicaloman.com/)
01:56:51	42800/42800	---M--	200	added ('OK')	text/css	date:Fri,%2006%20Mar%202026%2009:31:43%20GMT	https://apexmedicaloman.com/wp-content/plugins/photo-gallery/css/jquery.mCustomScrollbar.min.css?ver=3.1.5	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/photo-gallery/css/jquery.mCustomScrollbar.minc6bd.css	(from https://apexmedicaloman.com/)
01:56:51	45548/45548	---M--	200	added ('OK')	text/css	date:Fri,%2006%20Mar%202026%2009:31:43%20GMT	https://apexmedicaloman.com/wp-content/plugins/photo-gallery/css/styles.min.css?ver=1.8.39	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/photo-gallery/css/styles.min466d.css	(from https://apexmedicaloman.com/)
01:56:51	1201/1201	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Aug%202026%2020:12:33%20GMT	https://apexmedicaloman.com/wp-content/uploads/elementor/css/post-7.css?ver=1786047153	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/elementor/css/post-76df0.css	(from https://apexmedicaloman.com/)
01:56:51	448/448	---M--	200	added ('OK')	text/css	date:Mon,%2020%20Apr%202026%2007:15:48%20GMT	https://apexmedicaloman.com/wp-content/plugins/jetsticky-for-elementor/assets/css/jet-sticky-frontend.css?ver=1.0.4	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/jetsticky-for-elementor/assets/css/jet-sticky-frontend4b68.css	(from https://apexmedicaloman.com/)
01:56:52	1793/1793	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Apr%202026%2007:33:14%20GMT	https://apexmedicaloman.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=4.0.2	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/elementor/assets/css/widget-spacer.min05da.css	(from https://apexmedicaloman.com/)
01:56:52	560/560	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Apr%202026%2007:33:14%20GMT	https://apexmedicaloman.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=4.0.2	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/elementor/assets/css/widget-heading.min05da.css	(from https://apexmedicaloman.com/)
01:56:52	214/214	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Apr%202026%2007:33:14%20GMT	https://apexmedicaloman.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=4.0.2	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/elementor/assets/css/widget-image.min05da.css	(from https://apexmedicaloman.com/)
01:56:52	4258/4258	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Apr%202026%2007:33:14%20GMT	https://apexmedicaloman.com/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=4.0.2	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/elementor/assets/css/widget-divider.min05da.css	(from https://apexmedicaloman.com/)
01:56:53	16471/16471	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Apr%202026%2007:34:12%20GMT	https://apexmedicaloman.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://apexmedicaloman.com/)
01:56:53	645/645	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Apr%202026%2007:33:10%20GMT	https://apexmedicaloman.com/wp-content/plugins/elementor/assets/css/conditionals/shapes.min.css?ver=4.0.2	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/elementor/assets/css/conditionals/shapes.min05da.css	(from https://apexmedicaloman.com/)
01:56:54	109068/109068	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Aug%202026%2021:16:47%20GMT	https://apexmedicaloman.com/wp-content/uploads/elementor/css/post-4537.css?ver=1786051007	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/elementor/css/post-4537bbf2.css	(from https://apexmedicaloman.com/)
01:56:55	30348/30348	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Apr%202026%2007:34:58%20GMT	https://apexmedicaloman.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.9.2	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive2e46.css	(from https://apexmedicaloman.com/)
01:56:56	83414/83414	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Apr%202026%2007:34:51%20GMT	https://apexmedicaloman.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.9.2	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons2e46.css	(from https://apexmedicaloman.com/)
01:56:56	87553/87553	---M--	200	added ('OK')	application/javascript	date:Mon,%2028%20Aug%202023%2017:14:24%20GMT	https://apexmedicaloman.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://apexmedicaloman.com/)
01:56:57	466327/466327	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Apr%202026%2007:34:58%20GMT	https://apexmedicaloman.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.9.2	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles2e46.css	(from https://apexmedicaloman.com/)
01:56:57	13577/13577	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://apexmedicaloman.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://apexmedicaloman.com/)
01:56:57	15370/15370	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Mar%202026%2009:31:42%20GMT	https://apexmedicaloman.com/wp-content/plugins/photo-gallery/booster/assets/js/circle-progress.js?ver=1.2.2	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/photo-gallery/booster/assets/js/circle-progress8d1e.js	(from https://apexmedicaloman.com/)
01:56:58	9527/9527	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Mar%202026%2009:31:42%20GMT	https://apexmedicaloman.com/wp-content/plugins/photo-gallery/booster/assets/js/global.js?ver=1.0.0	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/photo-gallery/booster/assets/js/global8a54.js	(from https://apexmedicaloman.com/)
01:56:58	15525/15525	---M--	200	added ('OK')	application/javascript	date:Sat,%2028%20Feb%202026%2005:29:26%20GMT	https://apexmedicaloman.com/wp-content/themes/astra/assets/js/minified/flexibility.min.js?ver=4.12.3	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/themes/astra/assets/js/minified/flexibility.min5690.js	(from https://apexmedicaloman.com/)
01:56:58	22221/22221	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Mar%202026%2009:31:54%20GMT	https://apexmedicaloman.com/wp-content/plugins/photo-gallery/js/jquery.sumoselect.min.js?ver=3.4.6	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/photo-gallery/js/jquery.sumoselect.min9bf7.js	(from https://apexmedicaloman.com/)
01:56:58	4135/4135	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Mar%202026%2009:31:54%20GMT	https://apexmedicaloman.com/wp-content/plugins/photo-gallery/js/tocca.min.js?ver=2.0.9	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/photo-gallery/js/tocca.minffdc.js	(from https://apexmedicaloman.com/)
01:56:59	45479/45479	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Mar%202026%2009:31:54%20GMT	https://apexmedicaloman.com/wp-content/plugins/photo-gallery/js/jquery.mCustomScrollbar.concat.min.js?ver=3.1.5	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/photo-gallery/js/jquery.mCustomScrollbar.concat.minc6bd.js	(from https://apexmedicaloman.com/)
01:56:59	6341/6341	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Mar%202026%2009:31:54%20GMT	https://apexmedicaloman.com/wp-content/plugins/photo-gallery/js/jquery.fullscreen.min.js?ver=0.6.0	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/photo-gallery/js/jquery.fullscreen.mina307.js	(from https://apexmedicaloman.com/)
01:57:00	192638/192638	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Mar%202026%2009:31:54%20GMT	https://apexmedicaloman.com/wp-content/plugins/photo-gallery/js/scripts.min.js?ver=1.8.39	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/photo-gallery/js/scripts.min466d.js	(from https://apexmedicaloman.com/)
01:57:02	269/269	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Aug%202026%2022:57:03%20GMT	https://apexmedicaloman.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/xmlrpc0db0.php	(from https://apexmedicaloman.com/)
01:57:02	121126/121126	---MC-	200	added ('OK')	application/json	date:Fri,%2007%20Aug%202026%2022:57:02%20GMT	https://apexmedicaloman.com/wp-json/wp/v2/pages/4537	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-json/wp/v2/pages/4537.json	(from https://apexmedicaloman.com/)
01:57:02	469036/469036	---MC-	200	added ('OK')	application/json	date:Fri,%2007%20Aug%202026%2022:57:02%20GMT	https://apexmedicaloman.com/wp-json/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-json/index.html	(from https://apexmedicaloman.com/)
01:57:03	56279/56279	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Apr%202026%2006:57:29%20GMT	https://apexmedicaloman.com/wp-content/uploads/2026/02/apex_logo-apexmedicaloman_white-txt.png	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/2026/02/apex_logo-apexmedicaloman_white-txt.png	(from https://apexmedicaloman.com/)
01:57:04	198916/198916	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Jun%202026%2004:25:10%20GMT	https://apexmedicaloman.com/wp-content/uploads/2026/06/Apex_Log.png	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/2026/06/Apex_Log.png	(from https://apexmedicaloman.com/)
01:57:04	154888/154888	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:52:04%20GMT	https://apexmedicaloman.com/about-us/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/about-us/index.html	(from https://apexmedicaloman.com/)
01:57:04	175518/175518	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jul%202026%2010:26:05%20GMT	https://apexmedicaloman.com/wp-content/uploads/2026/07/Belal-Haj-Hamed-apexmedicaloman.jpg	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/2026/07/Belal-Haj-Hamed-apexmedicaloman.jpg	(from https://apexmedicaloman.com/)
01:57:04	327248/327248	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202026%2005:36:54%20GMT	https://apexmedicaloman.com/wp-content/uploads/2026/04/HOME_ABOUT_US.png	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/2026/04/HOME_ABOUT_US.png	(from https://apexmedicaloman.com/)
01:57:05	173323/173323	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jul%202026%2010:35:31%20GMT	https://apexmedicaloman.com/wp-content/uploads/2026/07/Hosam-Al-Din-Habel-apexmedicaloman.jpg	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/2026/07/Hosam-Al-Din-Habel-apexmedicaloman.jpg	(from https://apexmedicaloman.com/)
01:57:05	148025/148025	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:36:14%20GMT	https://apexmedicaloman.com/dermatology-cosmetology/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/dermatology-cosmetology/index.html	(from https://apexmedicaloman.com/)
01:57:05	147998/147998	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:52:14%20GMT	https://apexmedicaloman.com/plastic-surgery/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/plastic-surgery/index.html	(from https://apexmedicaloman.com/)
01:57:05	175249/175249	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jul%202026%2010:09:35%20GMT	https://apexmedicaloman.com/wp-content/uploads/2026/07/Dr-Bharti-Khanna_apexmedicaloman.jpg	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/2026/07/Dr-Bharti-Khanna_apexmedicaloman.jpg	(from https://apexmedicaloman.com/)
01:57:06	170565/170565	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jul%202026%2010:29:35%20GMT	https://apexmedicaloman.com/wp-content/uploads/2026/07/Marwa-jbara-apexmedicaloman.jpg	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/2026/07/Marwa-jbara-apexmedicaloman.jpg	(from https://apexmedicaloman.com/)
01:57:06	148082/148082	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:36:22%20GMT	https://apexmedicaloman.com/weight-management/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/weight-management/index.html	(from https://apexmedicaloman.com/)
01:57:07	171668/171668	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jul%202026%2010:24:16%20GMT	https://apexmedicaloman.com/wp-content/uploads/2026/07/Specialist-Endodontist-Anil-Dalal-apexmedicaloman.jpg	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/2026/07/Specialist-Endodontist-Anil-Dalal-apexmedicaloman.jpg	(from https://apexmedicaloman.com/)
01:57:08	162230/162230	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jul%202026%2010:35:29%20GMT	https://apexmedicaloman.com/wp-content/uploads/2026/07/Thura-Hatem-Mahmood-Alquaizi-apexmedicaloman.jpg	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/2026/07/Thura-Hatem-Mahmood-Alquaizi-apexmedicaloman.jpg	(from https://apexmedicaloman.com/)
01:57:08	152524/152524	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:57:08%20GMT	https://apexmedicaloman.com/medical-weight-loss-injections/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/medical-weight-loss-injections/index.html	(from https://apexmedicaloman.com/)
01:57:09	179443/179443	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jul%202026%2010:29:37%20GMT	https://apexmedicaloman.com/wp-content/uploads/2026/07/Laser-Technician-apexmedicaloman.jpg	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/2026/07/Laser-Technician-apexmedicaloman.jpg	(from https://apexmedicaloman.com/)
01:57:10	150094/150094	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:57:09%20GMT	https://apexmedicaloman.com/gastric-balloon/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/gastric-balloon/index.html	(from https://apexmedicaloman.com/)
01:57:10	150129/150129	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:57:09%20GMT	https://apexmedicaloman.com/gastric-sleeve-surgery/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/gastric-sleeve-surgery/index.html	(from https://apexmedicaloman.com/)
01:57:10	150126/150126	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:57:10%20GMT	https://apexmedicaloman.com/gastric-bypass-surgery/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/gastric-bypass-surgery/index.html	(from https://apexmedicaloman.com/)
01:57:11	160507/160507	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jul%202026%2010:24:15%20GMT	https://apexmedicaloman.com/wp-content/uploads/2026/07/Alaa-apexmedicaloman.jpg	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/2026/07/Alaa-apexmedicaloman.jpg	(from https://apexmedicaloman.com/)
01:57:11	45543/45543	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Apr%202026%2011:05:59%20GMT	https://apexmedicaloman.com/wp-content/uploads/2026/03/phone-icon.png	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/2026/03/phone-icon.png	(from https://apexmedicaloman.com/)
01:57:11	147969/147969	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:52:22%20GMT	https://apexmedicaloman.com/cosmetic-dentistry-2/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/cosmetic-dentistry-2/index.html	(from https://apexmedicaloman.com/)
01:57:12	88663/88663	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Apr%202026%2004:46:59%20GMT	https://apexmedicaloman.com/wp-content/uploads/2026/02/apex_logo_apex_medical_oman_logo.png	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/uploads/2026/02/apex_logo_apex_medical_oman_logo.png	(from https://apexmedicaloman.com/)
01:57:12	148030/148030	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:57:12%20GMT	https://apexmedicaloman.com/skin-care-laser-treatments/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/skin-care-laser-treatments/index.html	(from https://apexmedicaloman.com/)
01:57:13	6380/6380	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Apr%202026%2009:52:57%20GMT	https://apexmedicaloman.com/wp-content/plugins/wa-sticky-button/assets/default.png	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/wa-sticky-button/assets/default.png	(from https://apexmedicaloman.com/)
01:57:13	147858/147858	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:57:13%20GMT	https://apexmedicaloman.com/aesthetic-gynecology/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/aesthetic-gynecology/index.html	(from https://apexmedicaloman.com/)
01:57:13	25965/25965	---M--	200	added ('OK')	application/javascript	date:Sat,%2028%20Feb%202026%2005:29:26%20GMT	https://apexmedicaloman.com/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.12.3	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/themes/astra/assets/js/minified/frontend.min5690.js	(from https://apexmedicaloman.com/)
01:57:13	54847/54847	---M--	200	added ('OK')	application/javascript	date:Sat,%2018%20Apr%202026%2007:35:01%20GMT	https://apexmedicaloman.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=3.9.2	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts2e46.js	(from https://apexmedicaloman.com/)
01:57:14	9350/9350	---M--	200	added ('OK')	application/javascript	date:Mon,%2020%20Apr%202026%2011:20:11%20GMT	https://apexmedicaloman.com/wp-content/plugins/float-menu/public/assets/js/floatMenu.min.js?ver=7.2.3	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/float-menu/public/assets/js/floatMenu.mine374.js	(from https://apexmedicaloman.com/)
01:57:14	147840/147840	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:57:15%20GMT	https://apexmedicaloman.com/orthopedic-surgery/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/orthopedic-surgery/index.html	(from https://apexmedicaloman.com/)
01:57:15	5722/5722	---M--	200	added ('OK')	application/javascript	date:Sat,%2018%20Apr%202026%2007:34:02%20GMT	https://apexmedicaloman.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=4.0.2	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min05da.js	(from https://apexmedicaloman.com/)
01:57:15	151629/151629	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:57:16%20GMT	https://apexmedicaloman.com/cosmetic-dentistry-3/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/cosmetic-dentistry-3/index.html	(from https://apexmedicaloman.com/)
01:57:16	50602/50602	---M--	200	added ('OK')	application/javascript	date:Sat,%2018%20Apr%202026%2007:33:46%20GMT	https://apexmedicaloman.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=4.0.2	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/wp-content/plugins/elementor/assets/js/frontend-modules.min05da.js	(from https://apexmedicaloman.com/)
01:57:16	149889/149889	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:57:16%20GMT	https://apexmedicaloman.com/elementor-page-5401/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/elementor-page-5401/index.html	(from https://apexmedicaloman.com/)
01:57:17	154196/154196	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Aug%202026%2022:57:17%20GMT	https://apexmedicaloman.com/endodontics/	C:/My%20Web%20Sites/Apex%20Medical%20Center/apexmedicaloman.com/endodontics/index.html	(from https://apexmedicaloman.com/)
